teksts;vērtība;atsauce
Saaukstēšanās nebūtu tik briesmīga nelaime, ja mūsu paziņas nebūtu tik dāsni padomdevēji;1;Dušenko K. Lielā aforismu grāmata. 684. lpp. Autors: NA
Sabiedrībā pazīstami cilvēki publisko savas nedēļas nogales fotogrāfijas;0;https://sejas.tvnet.lv/7967371/sabiedriba-pazistami-cilveki-publisko-savas-nedelas-nogales-fotografijas
Sabiedrībā pazīstami cilvēki publisko savas nedēļas nogales fotogrāfijas (2);0;https://sejas.tvnet.lv/7981614/sabiedriba-pazistami-cilveki-publisko-savas-nedelas-nogales-fotografijas?_gl=1*1k6m2c8*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.93222046.2078263571.1710698918-501664052.1708964906
Saeima noraida priekšlikumu atļaut pārmērīgu kaķu pavairošanu;0;https://www.delfi.lv/193/politics/56210586/saeima-noraida-priekslikumu-atlaut-parmerigu-kaku-pavairosanu
Saeimas komisiju darbu varēs iepazīt atvērto durvju dienā;0;https://www.tvnet.lv/7959297/saeimas-komisiju-darbu-vares-iepazit-atverto-durvju-diena
Salaspilietes pārliecinoši uzveic tuvākās sekotājas un Virslīgā izcīna bronzu;0;https://twitter.com/Sportacentrs/status/1769355905488081277
Saskaņai nesaskaņas.;1;https://twitter.com/zaiga_p/status/1194687043575656450
Saslimstība ar gripu Latvijā turpina pakāpeniski pieaugt;0;https://www.delfi.lv/193/politics/56237100/saslimstiba-ar-gripu-latvija-turpina-pakapeniski-pieaugt
Saullēktu redzējāt? Bija smuki!;0;https://twitter.com/taanevarbuut/status/1765617476165845315
Savukārt Policijai mīļš lūgums nebraukt satiksmē vispār, jo tas satrauc pārgalvīgos šoferus. Radarus pilsētās arī izslēgt pīķa stundās, jo cilvēkiem taču jāsteidzās uz darbu;1;https://twitter.com/TheMarvan/status/1538193747711868928
Sākot no 2026. gada, Rīgā vairs nesaskaņos jaunu gāzes apkures iekārtu uzstādīšanu;0;https://www.tvnet.lv/7959370/sakot-no-2026-gada-riga-vairs-nesaskanos-jaunu-gazes-apkures-iekartu-uzstadisanu
Sen nav sanācis redzēt, kā viņš spēlē, tāpēc nevaru atbildēt.;0;https://twitter.com/LV_futbols/status/1765016608894824689
Septiņi deputāti pieprasījuši Mārupes domes priekšsēdētāja atstādināšanu no amata;0;https://www.tvnet.lv/7966157/septini-deputati-pieprasijusi-marupes-domes-priekssedetaja-atstadinasanu-no-amata
Sestdien uz Latvijas ceļiem pieķerti desmit stipri dzēruši šoferi;0;https://degpunkta.tv3.lv/degpunkta-satiksme/sestdien-uz-latvijas-celiem-piekerti-desmit-stipri-dzerusi-soferi/
Seši nekorekti pieņēmumi par augu valsts uzturu;0;https://receptes.tvnet.lv/7944996/sesi-nekorekti-pienemumi-par-augu-valsts-uzturu
Sēdēt sociālajos tīklos un lielīties, ka neskaties televizoru, ir tas pats, kas “sēdēt uz heroīna” un priecāties, ka nelieto alkoholu.;1;https://www.la.lv/10-ironiskas-atzinas-skeptikiem-ziemigos-vakaros
Sieva aizgāja uz čūsku izstādi – un dabūja pirmo vietu …;1;https://anekdotes.eu/page/63
Sievietei Kuldīgā izkrāpti 160 000 eiro;0;https://www.tvnet.lv/7965447/sievietei-kuldiga-izkrapti-160-000-eiro
Sievietēm karjeru taisīt grūtāk, jo viņām taču nav sievas, kas bīdītu viņas uz priekšu.;1;Dušenko K. Lielā aforismu grāmata. 329. lpp. Autors: Janīna Ipohorska
Siguldā turpinās Baltijas kauss milzu slalomā;0;https://replay.lsm.lv/lv/ieraksts/ltv/320118/sigulda-turpinas-baltijas-kauss-milzu-slaloma
Sinoptiķi nekļūdās. Viņi vienkārši bieži vien sajauc laiku un vietu.;1;https://anekdotes.eu/page/52
Skaistumkopšana ir dārga, jā. Bet redzot foto jāspriež, ka uz drēbēm nešķērdējas un arī gandrīz neēd. ;1;https://twitter.com/ritaignate/status/1719693158244553144
Skatoties uz ministru uzvedību, mums šeit nav, ko risināt. Viss ir spīdoši, gatavs, lieliski strādā un sava varenība jāved rādīt uz citām valstīm. ;1;https://twitter.com/SBachata21089/status/1729789613357613303
Skatoties uzministru uzvedību, mums šeit nav, ko risināt. Viss ir spīdoši, gatavs, lieliski strādā un sava varenība jāved rādīt uz citām valstīm. ;1;https://twitter.com/SBachata21089/status/1729789613357613303
Skolas un augstskolas ir novecojušas institūcijas. Pēc visa spriežot, pilnīgi pietiek ar youtube un citiem video materiāliem, literatūras sarakstu un mājasdarbiem;1;https://twitter.com/klavsse/status/1251415663597555712
Skolēniem palīgā mācību vielas apgūšanā nāk moderna video platforma;0;https://zinas.tv3.lv/latvija/sabiedriba/skoleniem-paliga-macibu-vielas-apgusana-nak-moderna-video-platforma/
Skolēniem piešķirs stipendijas mūzikas instrumenta apguvei vai vokālo prasmju attīstīšanai;0;https://zinas.tv3.lv/latvija/sabiedriba/skoleniem-pieskirs-stipendijas-muzikas-instrumenta-apguvei-vai-vokalo-prasmju-attistisanai/
Skolotāja – Pēcim: - Pēter, kāda, tavuprāt, būtu ideāla skola? - Tā, kas slēgta, skolotāj!;1;https://spoki.lv/joki/20-isas-anekdotes-par-skolu/701569
Skolotājam jautā: - Nosauciet trīs iemeslus, kāpēc jūs mīlat savu darbu! Jūnijs, Jūlijs, Augusts.;1;https://spoki.lv/joki/20-isas-anekdotes-par-skolu/701569
Skolu direktori gandarīti par lēmumu aizliegt iegādāties tabakas izstrādājumus līdz 20 gadiem;0;https://nra.lv/veseliba/443500-skolu-direktori-gandariti-par-lemumu-aizliegt-iegadaties-tabakas-izstradajumus-lidz-20-gadiem.htm
Skumji noskatīties, kā bagātie svaidās ar naudu, un apzināties, ka nevar viņiem palīdzēt.;1;Dušenko K. Lielā aforismu grāmata. 80. lpp. Autors: Pjērs Daninoss
Smadzenes ir brīnišķīgi orgāni. Tas sāk darboties, tiklīdz mēs pieceļamies, un neapstājas darboties, kamēr ieejam birojā.;1;https://www.recursosdeautoayuda.com/lv/ironiskas-fr%C4%81zes/
Smiltenes novadā dzēšot ugunsgrēku, cietuši divi ugunsdzēsēji;0;https://www.tvnet.lv/7978543/smiltenes-novada-dzesot-ugunsgreku-cietusi-divi-ugunsdzeseji
"Sniega tīrīšanu Rīgā vērtē kā neapmierinošu; ielu uzturētājam piemēros līgumsodu";0;https://www.delfi.lv/193/politics/56164288/sniega-tirisanu-riga-verte-ka-neapmierinosu-ielu-uzturetajam-piemeros-ligumsodu
Sniega un apledojuma dēļ daudzviet Latvijā slideni ceļi;0;https://www.lsm.lv/raksts/zinas/latvija/18.03.2024-sniega-un-apledojuma-del-daudzviet-latvija-slideni-celi.a547043/
Solis, kuru nedrīkst izlaist, gatavojot kartupeļu biezeni;0;https://receptes.tvnet.lv/7728888/solis-kuru-nedrikst-izlaist-gatavojot-kartupelu-biezeni
Somijas prezidenta vēlēšanās uzvarējis ekspremjers Stubs;0;https://www.delfi.lv/46713439/arzemes/56335642/somijas-prezidenta-velesanas-uzvarejis-ekspremjers-stubs
Spānijas izlase līgumu ar galveno treneri pagarina līdz 2026. gada Pasaules kausam;0;https://sportacentrs.com/futbols/euro_2024/22022024-spanijas_izlase_ligumu_ar_galveno_treneri
Spogulī pamanīju nelielas acis virs maisiņiem… Interesanti.;1;https://www.la.lv/10-ironiskas-atzinas-skeptikiem-ziemigos-vakaros
Sportisti paši varētu ņemt ātros kredītus, lai finansētu savu dalību sacensībās. Ja labi startēs, varēs no peļņas atdot. I sportistiem nauda, i ātriem kredītiem bizness. Tas pats ar mūziķiem.;1;https://twitter.com/tvitermaniaks/status/1050649460764696577
Stabi ietves vidū ir mūsu kultūras daļa. Vēsturiska tradīcija! Rokas nost no stabiem!;1;https://twitter.com/stalerain/status/1750824700526182813
Starp lidostu “Rīga” un pilsētas centru būs jauns autobusu maršruts;0;https://zinas.tv3.lv/latvija/starp-lidostu-riga-un-pilsetas-centru-bus-jauns-autobusu-marsruts/
Stopiņu baseinu slēdz pēc defektu atklāšanas;0;https://www.lsm.lv/raksts/zinas/latvija/12.02.2024-stopinu-baseinu-sledz-pec-defektu-atklasanas.a542666/
Stradiņa slimnīca gatava aknu transplantāciju veikšanai šogad, taču pauž bažas par donoru pieejamību;0;https://zinas.tv3.lv/latvija/stradina-slimnica-gatava-aknu-transplantaciju-veiksanai-sogad-tacu-pauz-bazas-par-donoru-pieejamibu/
Stradiņa slimnīcas ārstiem deviņu stundu operācijā izdevies izoperēt ļoti plašu balsenes vēzi;0;https://www.lsm.lv/raksts/dzive--stils/veseliba/09.03.2024-stradina-slimnicas-arstiem-devinu-stundu-operacija-izdevies-izoperet-loti-plasu-balsenes-vezi.a546129/
Studenti no Latvijas izstrādājuši inovatīvus risinājumus vēža diagnostikai;0;https://nra.lv/veseliba/440846-studenti-no-latvijas-izstradajusi-inovativus-risinajumus-veza-diagnostikai.htm
Studentiem ir iespēja pieteikties apmaksātai praksei Eiropas Kosmosa aģentūrā;0;https://www.tvnet.lv/7957927/studentiem-ir-iespeja-pieteikties-apmaksatai-praksei-eiropas-kosmosa-agentura
Suņi un kaķi ir labākais, kas ir pasaulē.;0;https://twitter.com/InetaKrodere/status/1769429394085261780
Sušķi? Jūs neprecīzi rakstiet vārdu “idioti”!;1;https://twitter.com/vx_lv/status/1645668387391959042
Svaru zālē pēc Ziemassvētkiem izskatās tāpat kā universitātes bibliotēka eksāmenu laikā;1;https://spoki.lv/foto-izlases/18-ironiski-un-smiekligi-tekstini-par/889858
Sveiks, paldies, es saņēmu tavu uzaicinājumu uz ballīti, jūtos pagodināts, bet es diemžēl nevaru ierasties, jo Tu to rīko un Tu tur būsi.;1;https://twitter.com/TirsSarkasms/status/362539321221337088
Svētdien avārijās uz Latvijas ceļiem astoņi cietušie;0;https://www.tvnet.lv/7981695/svetdien-avarijas-uz-latvijas-celiem-astoni-cietusie
Svētdien ceļu satiksmes negadījumos cietuši trīs cilvēki;0;https://www.delfi.lv/161/criminal/56351984/svetdien-celu-satiksmes-negadijumos-cietusi-tris-cilveki
Svētdien par braukšanu alkohola vai narkotiku reibumā sodīti 20 šoferi;0;https://zinas.tv3.lv/latvija/sabiedriba/svetdien-par-brauksanu-alkohola-vai-narkotiku-reibuma-soditi-20-soferi/
Svētdien par braukšanu reibumā sodīti neierasti daudz šoferu;0;https://www.tvnet.lv/7981700/svetdien-par-brauksanu-reibuma-soditi-neierasti-daudz-soferu
Šajā sakarā. Steidzami valodniekiem jāpapildina latviešu valoda ar jaunvārdiem. Kā 4.klases skolēns pēc šādas stundas savu brāli lai sauc par brāli? Vairs jau nevar būt drošs par to, ja nu aizvaino viņu. Bet nav cita vārda kā saukt.;1;https://twitter.com/LeldeSantare/status/1701933786533937571
Šajā saulē var fočēt jebko. Viss izskatīsies labi;0;https://twitter.com/IngaStirna/status/1765786172771475884
Šefpavārs Kristaps Sīlis pastāsta par ķirbju veidiem un atklāj, kā pareizi uzglabāt ķirbi;0;https://www.tv3.lv/dzivesstils/darzs-un-maja/sefpavars-kristaps-silis-pastasta-par-kirbju-veidiem-un-atklaj-ka-pareizi-uzglabat-kirbi/
Šī ir vēl viena lieliska diena - izbojāta ar pienākumiem un atbildību.;1;https://kremi.lv/smiekligi-joki-jaukai-dienai/
Šī ir viena no tām dienām, kad vidējais pirksts ir atbilde uz visiem jautājumiem.;1;https://twitter.com/TirsSarkasms/status/372700976227942400
Šīs sētiņas meitiņām Dvieļus austi nevajaga: Zirneklīši noauduši Gar visām sienmalēm.;1;https://latviandainas.lib.virginia.edu/tei.latv04.xml%3Flang=eng&div_id=latv04.html
Šķiet ka mēs vienkārši pavisam citādāk saprotam jēdzienus;0;https://twitter.com/ZanePupola/status/1750244167257669930
Šķīdoņa dēļ grūti izbraucami vairāk nekā 460 grants ceļu posmi;0;https://www.lsm.lv/raksts/zinas/latvija/26.02.2024-skidona-del-gruti-izbraucami-vairak-neka-460-grants-celu-posmi.a544382/
Šobrīd apspriestāko kāzu rīkotājam pieder arī dārgākā māja pasaulē;0;https://zinas.tv3.lv/arvalstis/sobrid-apspriestako-kazu-rikotajam-pieder-ari-dargaka-maja-pasaule/
Šodien apgriezu hortenzijas. Tā kā man bija dāvanu karte, neknapinājos un nopirku dārgākas dārza šķēres no Fiskars. Ļoti patīk! ;0;https://twitter.com/KristineArK/status/1769400479291772956
Šodien atkal sapratu, ka visas satiksmes problēmas Rīgā rada skolēni. Kā būtu, ja visas skolas pārceltu ārpus Rīgas?;1;https://twitter.com/Ivars_Motivans/status/922527089508708353
Šodien ierakstīsim podkāstam interviju ar Aerones vadītāju. Ko man viņam pavisam noteikti vajag pajautāt?;0;https://twitter.com/krizdabz/status/1765647222912286916
Šodien ir tāda diena, ka gribas aizbraukt uz kaut kādu lielo depo, ksenukai un klīst pa dārza nodaļu un skatīties uz puķītēm.;0;https://twitter.com/7no4user/status/1765330996445032849
Šodien ir viena no gada labākajām dienām, jo sāksies jaunā Latvijas futbola sezona! Ar to arī visus apsveicu. Tiekamies stadionos.;0;https://twitter.com/PauliusJakelis/status/1763819320621101168
Šodien piedāvājumā kartupeļu pankūku kūciņa un drumstalu bulciņas. ;0;https://twitter.com/arvedmm/status/1765036602961895721
Šodien pieņēmu izaicinājumu, un nu man ir nedēļa laika, lai izvēlētos dziesmu (LV), atrastu pavadījumu/kādu, kurš spēlē, nodziedātu, nofilmētu video un aizsūtītu konkursam.;0;https://twitter.com/Merigolda/status/1769406896622932352
Šodien runāsim par darbības vārdu laikiem. Ja es saku ES ESMU SKAISTA, kurš laiks tas ir? Pilnīgi noteikti, tā ir pagātne;1;https://spoki.lv/joki/15-smiekligi-un-isi-joki/919414/1/2
Šodien, 6. martā, ūdensvada remontdarbi Ziepniekkalna ielā, iepretim Kalētu ielai.;0;https://twitter.com/rigasudens/status/1765248945930838135
Šodien, ārā ejot, noderēs lietussargs;0;https://nra.lv/latvija/448438-sodien-ara-ejot-noderes-lietussargs.htm
Šogad notiks pāreja uz divu veidu cietumu sistēmu;0;https://www.tvnet.lv/7968559/sogad-notiks-pareja-uz-divu-veidu-cietumu-sistemu
Taisnība vienmēr uzvar… trijos gadījumos no septiņiem.;1;Fiat iustitia. Dzintra Voitkāne, sast. ISBN10: 9984755525. ISBN13: 9789984755526. Izdeva: Didam, 2008.  33.lpp. Citāta autors: Maikls Vagners
Tak vadītājam vajag apdzīt. Ja priekšā ir kāda mašīna, vajag apdzīt. Vienmēr vajag apdzīt;1;https://twitter.com/Rihards_Klauzs/status/1555590052159361024
Takta sajūta ir spēja pasūtīt cilvēku trīs mājas tālāk tādā veidā, ka viņš ļoti gaida šo ceļojumu.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699/1/2
Talsu iedzīvotāji satraukti par plāniem pārskatīt bibliotēkas krājumu;0;https://www.lsm.lv/raksts/kultura/literatura/24.02.2024-talsu-iedzivotaji-satraukti-par-planiem-parskatit-bibliotekas-krajumu.a544096/
Tapēc, ka COVID19 esot izplatījies no sikspārņiem. Sikspārņi ir īpaši aktīvi naktīs. Tapēc līdz ar tumsu cilvēkiem ir jāpazūd;1;https://twitter.com/IvarsForands/status/1281605946234609665
Tas ir tikai burbulis, futbols nevienu neinteresē.;1;https://twitter.com/EdmundsN/status/1759905533614563811
Tas savādais brīdis, kad kāds cenšasa aizskart tavas jūtas, bet tev tādu vienkārši nav.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699
Tas, ka kādam ķermenis neizdala gana daudz oksitocīna, ir tīrā nolaidība. ;1;https://twitter.com/MFridrihsone/status/1721424219127341248
Tas, kurš tev ieteica būt sev pašam, nevarēja atrast vēl sliktāku padomu.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699
Taupi ūdeni - atšķaidi to!;1;Dušenko K. Lielā aforismu grāmata. 783. lpp. Autors: NA
Tā jau ir, parasti modernajā pasaulē lietotājs raksta tekstus tikai vienā valodā, pie kam maksimālākajā ātrumā, kāds fiziski iespējams. ;1;https://twitter.com/PavilsJurjans/status/1649097083998158850
Tā jau mēdz teikt, ka pirmais bērns ir izmēģinājuma versija;1;https://twitter.com/cipadroms/status/1636825935214198810
Tā kā izmantojat šos datus visai bieži, nodomāju, ka tur arī strādājat. Atvainojos par paviršību.;0;https://twitter.com/bandzja/status/1769361414525710360
Tā stāsta, ka, ja laicīgi dedzinot kūlu, tad ērces mazāk esot...;1;https://twitter.com/vx_lv/status/1529698674145624064
Tā taču ir jūsu izvēle!! Varat taču iet mikrorajona skolā, jo neviens un nekad taču neinteresējas arī par to, ko skolā māca, galvenais, ka skola ir. ;1;https://twitter.com/astrelita123/status/1753000703939736047
"Tāda sevišķi ""nepiemērota"" vieta auto braukšanai tas autodroms. Tur vajadzētu izlikt pamācošas zīmes un brīdināt. ";1;https://twitter.com/marruciic/status/818738076382035968
Tātad es izstāšos no universitātes, atmetīšu pilnībā sevis realizāciju, atmetīšu visus savus sapņus. Un tagad es meklēju vīru, atlikšu naudu lielai mājai un ražosim bērnus, jo tas izglābs Latviju!;1;https://twitter.com/paulapoldsepa/status/1605239072846663680
Tātad vismaz viena joma noslēgta no politikas - zinātne. Apsveicami! ;1;https://twitter.com/marija201322/status/1684628535061667840
Tehnika sasniegs tādu pilnību, ka cilvēks varēs iztikt pats bez sevis.;1;Dušenko K. Lielā aforismu grāmata. 70. lpp. Autors: Staņislavs Ježijs Lecs
Teterovskis nosauc lielāko apdraudējumu Dziesmu un deju svētkiem;0;https://nra.lv/kultura/448430-teterovskis-nosauc-lielako-apdraudejumu-dziesmu-un-deju-svetkiem.htm
Tev nepalika žēl nabaga Oskara? Naudas behai nav, ziemā bez cepures, un jau sirmi mati. ;1;https://twitter.com/Unabomberz/status/1719836933440905468
Tēt, vai es esmu pieņemts bērns? Tu domā, ja mums būtu bijusi izvēle, mēs izvēlētos tādu kā tu?;1;https://spoki.lv/joki/16-isi-joki-par-dazadam-temam/923452/1/2
Tie ir tie paši, kas mūsu latu noņēma! Negribēja sev konkurentu spēcīgākajā valūtā.;1;https://twitter.com/EdgarsAL77/status/1587532156355608577
Tie, kas dzīvo rietumos, protams, visvairāk cieš no globālisma, fašisma un nacisma. Tāpēc zina labāk un var visus citus pamācīt;1;https://twitter.com/margienery/status/1763235755797676175
Tiek meklēta attēlā redzamā sieviete;0;https://degpunkta.tv3.lv/degpunkta-dazadi/tiek-mekleta-attela-redzama-sieviete/
Tiem, kas jūtas vientuļi un pamesti Valentīna dienā - nebēdājiet, neviens jūs nemīl arī visu pārējo gadu.;1;https://twitter.com/TirsSarkasms/status/566591135364419586
Tiesībsargs aicina ziņot par nevēlamu mācībspēku uzvedību;0;https://www.tvnet.lv/7980662/tiesibsargs-aicina-zinot-par-nevelamu-macibspeku-uzvedibu
tiešām pelnīts sods;1;https://twitter.com/GoranovMiro/status/1730528367982563815
Tiešām? Nezināju;1;https://twitter.com/amjaliks/status/1551888526920351776
Tieši tā- par to, kas sāp- nerunāsim, aizmirsīsim! Jo, priekš kam gan mums tās sāpju atmiņas un piemiņas! Labāk strebsim ķirbju lati un skatīsimies neaptveramajos nākotnes plašumos! ;1;https://twitter.com/search?q=sarkasms&src=spelling_expansion_revert_click&f=live
Tieši tā. Ja nevar atļauties privātmāju vai dzīvokli jaunajā projektā, tad jāiet ar kājām vai jābrauc ar trolejbusu;1;https://twitter.com/CitsTas/status/1570430327075573761
Tieši to pašu gribēju teikt. Izskatās ļoti ērti un parocīgi.;0;https://twitter.com/bemusha/status/1758963493498196301
Tiešsaistē bez maksas iespējams apgūt vairāk nekā 40 digitālo prasmju pilnveides kursus;0;https://www.delfi.lv/193/politics/56222578/tiessaiste-bez-maksas-iespejams-apgut-vairak-neka-40-digitalo-prasmju-pilnveides-kursus
tik skaista salna;0;https://twitter.com/lakidzha/status/1765605693556453815
Tikai sēžot lotosa pozā un atslābinoties, var saprast vienkāršas lietas: vajag izmazgāt grīdu zem skapja un, re, kur palicis telefona lādētājs.;1;https://www.la.lv/10-ironiskas-atzinas-skeptikiem-ziemigos-vakaros
Tikai sports var padarīt cilvēku klibu un kuprainu.;1;Sarauj. Sast. Dzintra Voitkāne. Izdots: Didam, 2008. 41. lpp.
tikusi māte, tikusi meita, pele lēca pūrā, nolauza kaklu;1;https://lv.wikipedia.org/wiki/M%C4%81ksliniecisk%C4%81s_izteiksmes_l%C4%ABdzeklis
Tirgos biļetes uz uguņošanas izrādi, kuru rīkos par VISU maksātāju nodokļos samaksāto piķi.;1;https://twitter.com/Kaspars712/status/1064594385617195013
Tomātu zupa (pašu) ar ceptu vistas šķiņķi! Pavasara sezonas atklāšana;0;https://twitter.com/cesvainis/status/1765325148100379127
TOP 5 skaistumkopšanā izmantotākās skābes, un kā tās pareizi lietot?;0;https://nra.lv/veseliba/445086-top-5-skaistumkopsana-izmantotakas-skabes-un-ka-tas-pareizi-lietot.htm
Topošo pirmklasnieku vecāki sāk izvēlēties skolas;0;https://www.lsm.lv/raksts/zinas/latvija/13.02.2024-toposo-pirmklasnieku-vecaki-sak-izveleties-skolas.a542777/
Trešdien tuvu sliedēm novietotas automašīnas dēļ atkal traucēta 11. tramvaja satiksme;0;https://www.delfi.lv/193/politics/56170764/tresdien-tuvu-sliedem-novietotas-automasinas-del-atkal-trauceta-11-tramvaja-satiksme
Trešdiena būs pelēcīga un silta;0;https://www.delfi.lv/laika-zinas/42384664/raksti/56356424/tresdiena-bus-peleciga-un-silta
Trešdienas rītā daudzviet Latvijā apledojums, slapjš sniegs un migla apgrūtina braukšanu;0;https://www.delfi.lv/193/politics/56356620/tresdienas-rita-daudzviet-latvija-apledojums-slapjs-sniegs-un-migla-apgrutina-brauksanu
Tu esi lieliska ilustrācija tam, kā es zīmēju ar kreiso roku.;1;https://spoki.lv/joki/Sarkastiski-uzbraucieni-interesantakai/896521/1/2
Tu ko! Jēziņ! Tak medus būs piesārņots ar 5G starojumu! Jūs gribat noindēt savus klientus? Jopcik bumbiņ!;1;https://twitter.com/zeltacs/status/1260969685417369602
Tu neesi nekam nederīgs. Tu vienmēr vari būt par sliktu piemēru.;1;https://spoki.lv/joki/20-pasi-labakie-isie-joki-Atri-un/890004/1/2
Tu neesi pilnīgs muļķis, tev trūkst dažu detaļu.;1;https://spoki.lv/joki/20-sarkastiskas-frazes-kuras-lietot/870699/1/2
Tu nesaproti, vecīt! Ir īstais brīdis pierādīt varai, ka mēs esam brīvi cilvēki, mēs netaisāmies atteikties no maskām tikai tāpēc, ka vara tā saka. Nepadodies, vecīt, esi brīvs, - turpini valkāt masku!;1;https://twitter.com/ValdisMelderis/status/1511230474060025858
Tu od pēc drāmas un galvassāpēm. Lūdzu, ej prom.;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889638
Tu, dārgais, esi lieliska ilustrācija tam, kā izskatītos mēnešreizes, ja tās būtu cilvēks.;1;https://spoki.lv/foto-izlases/Viss-slikti-Luk-20-burvigi-sarkasma/889642
Tukuma futbolisti pavērsieniem bagātā mačā uzvar jelgavniekus;0;https://sports.tvnet.lv/7981497/tukuma-futbolisti-paversieniem-bagata-maca-uzvar-jelgavniekus?_gl=1*eb9isn*_gcl_au*MTk2NDcxMDUzNy4xNzA4OTY0OTA2&_ga=2.154442683.2078263571.1710698918-501664052.1708964906
Tukumā konfiscē 200 tūkstošus kontrabandas cigarešu;0;https://nra.lv/latvija/448615-tukuma-konfisce-200-tukstosus-kontrabandas-cigaresu.htm
Tur vajag vairāku tūkstošu vērtu pētījumu veikt,vēlams par valsts līdzekļiem. Varbūt Kaprāna kungs varētu šito paņemt uz sevi.;1;https://twitter.com/galda_lampa/status/1709946662561673590
Tuvojas gada ienākumu deklarācijas iesniegšana. Kāda ir attaisnoto izdevumu summa, kuru var iekļaut deklarācijā?;0;https://nra.lv/latvija/448427-tuvojas-gada-ienakumu-deklaracijas-iesniegsana-kada-ir-attaisnoto-izdevumu-summa-kuru-var-ieklaut-deklaracija.htm
Ugunsgrēkā Limbažos izglābti pieci cilvēki;0;https://www.tvnet.lv/7981750/ugunsgreka-limbazos-izglabti-pieci-cilveki
Un droši var šajā sarakstā ierakstīt, ka īsti veči neapvainojas un nav garastāvokļa cilvēki, kā sievietes ar savu pms;1;https://twitter.com/Aira22334455/status/1763188364990111840
Un kārtējo reizi neviens nepadomā par nabaga vīrieti;1;https://twitter.com/KristapsKulis/status/1547674841708240896
Un mēs šo vardarbīgo, hormonālo dzimumu laižam pie varas? Un ļaujam viņiem mierīgi staigāt pa ielām? Šis būtu jāmaina. ;1;https://twitter.com/mairitaluse/status/1649331391920734208
Un pēc šādiem gadījumiem cilvēks var tiešām justies drošs, jo policija darīs visu, lai cilvēku aizstāvētu.;1;https://twitter.com/Inkaminkainita/status/1583176149899038720
Ungārijas prezidente Novāka paziņojusi par atkāpšanos no amata;0;https://www.delfi.lv/46713439/arzemes/56334736/ungarijas-prezidente-novaka-pazinojusi-par-atkapsanos-no-amata
Ušakovs mums tagad ir politiskās stabilitātes garants?;1;https://twitter.com/spunde/status/440088904595947520
"Uzrakstīju par astronomisko pavasari, pēc tam paskatījos pa logu un ieraudzīju ka ""uzsnidzis sniedziņš balts"".";1;https://twitter.com/krumina_maija/status/579161638336614400
Uzzinājušas par vīra neuzticību, sievietes parasti sakrāmē čemodānus un pārvācas pie mīļākā …;1;https://anekdotes.eu/page/105
Uzziņai: kur svētku brīvdienās vērsties pēc medicīniskās palīdzības?;0;https://nra.lv/latvija/441207-uzzinai-kur-svetku-brivdienas-versties-pec-mediciniskas-palidzibas.htm
Vai cik labi, ka Krišjānis Kariņš īstenoja administratīvi teritoriālo reformu un ieviesa depozīta sistēmu…;1;https://twitter.com/pucej/status/1702413029814525976
Vai esi drošs, ka izvēlētā šokolāde vai konfektes nesatur alkoholu?;0;https://receptes.tvnet.lv/7934800/vai-esi-dross-ka-izveleta-sokolade-vai-konfektes-nesatur-alkoholu
Vai internetā jāpublicē savu bērnu attēlus?;0;https://www.tvnet.lv/7981710/vai-interneta-japublice-savu-bernu-attelus
Vai ir droši dzert kafiju, kurai sen beidzies derīguma termiņš?;0;https://receptes.tvnet.lv/7934066/vai-ir-drosi-dzert-kafiju-kurai-sen-beidzies-deriguma-termins
Vai izveidoji prezentāciju PowerPoint? Cik jauki! Varēji arī ar roku uzzīmēt.;1;https://www.la.lv/ka-komunicet-ar-dzeligiem-cilvekiem-sesas-noderigas-strategijas
Vai jums garšo sparģeļi?;0;https://twitter.com/i_am_not_diana/status/1765486979628531789
Vai jūsu tētim arī neizdevās kaut ko salabot, jo jūs nepareizi turējāt gaismas lukturīti?;1;https://anekdotes.eu/page/3
Vai muļķa nosaukšana par muļķi ir pazemošana? Ļoti diskutabli!;1;https://twitter.com/Sabo74Sabo/status/1732629087997268176
Vai ne? Latvietim jābūt pelēkam un nopietnam;1;https://twitter.com/Madarmara/status/1725866082299207752
Vai nu vajadzēja tā sasteigt! Līdz tam laikam vēl daudz kas var mainīties.;1;https://twitter.com/bkreicis/status/1733089911610249442
Vai pilsēta var ko ierobežot, ja nav noteikts maksimums? Teorētiski visu teritoriju var uztaisīt par milzīgu auto stāvvietu. Tad beidzot uzplauks bizness, un Rīgā strauju pieaugs iedzīvotāju skaits ;1;https://twitter.com/aisiss/status/1544919634582933505
Vai Pringles ražotāji zina, cik lielas ir cilvēka rokas?;1;https://spoki.lv/joki/Jocinu-izlase-garastavokla-uzlabosanai/922320/1/2
Vai svešinieku aizrādījumi bērnu vecākiem sabiedriskās vietās ir ētiski?;0;https://www.lsm.lv/raksts/dzive--stils/vecaki-un-berni/23.02.2024-vai-svesinieku-aizradijumi-bernu-vecakiem-sabiedriskas-vietas-ir-etiski.a543997/
