angliski;latviski;vērtība;atsauce
watch obama get a little nostalgic after his final state of the union;skatieties, kā Obama pēc savas pēdējās uzrunas par stāvokli Eiropas Savienībā izjūt nelielu nostalģiju;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch cop's extremely lucky escape as car slams into gas station;Skatieties, kā policistam ļoti paveicās izglābties, automašīnai ietriecoties degvielas uzpildes stacijā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch this angry cat knock the stuffing out of a toy tiger;Skatieties, kā šis dusmīgais kaķis izsita pildījumu no rotaļlietas tīģera;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch this guy play out the entire 2017 oscars, impressions and all;Skatieties, kā šis puisis izspēlē visu 2017. gada Oskara balvu pasniegšanas ceremoniju, iespaidus un visu pārējo;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch heroic drivers rescue 2 scared dogs dashing down freeway;Skatieties, kā varonīgi autovadītāji glābj divus nobijušos suņus, kas skrien pa šoseju;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch how a headline turns a nice story ageist;skatieties, kā virsraksts pārvērš jauku stāstu par vecumniecisku;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch: americans open up about what it's like to be muslim in this country;skatieties: amerikāņi atklāj, kā ir būt musulmanim šajā valstī;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch: jay carney's most epic clashes with reporters;Skatieties: Džeja Kārnija visskaļākās sadursmes ar žurnālistiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch: how belgium became a hotbed for terrorism;skatieties: kā Beļģija kļuva par terorisma perēkli;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch: what it's like to identify as asexual;skatieties: kā tas ir, ja cilvēks identificējas kā aseksuāls?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
look: we asked you to show us what you're thankful for... and the responses are beautiful;skatieties: mēs lūdzām jūs parādīt, par ko esat pateicīgi... un atbildes ir skaistas.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch: underreported story -- reuniting families with remains of dead migrants;skatieties: nepietiekami atspoguļots stāsts - ģimeņu atkalapvienošanās ar mirušo migrantu mirstīgajām atliekām;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch: snow drifts were no match for this determined freight train;skatieties: sniega sniega sniega kupenas nepadevās šim apņēmīgajam kravas vilcienam;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch: stories you won't believe from some of the world's dirtiest jobs;skatieties: stāsti, kam neticēsiet, par pasaules netīrākajiem darbiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
watch live: the solutions summit at un headquarters;Skatīties tiešraidi: risinājumu samits ANO galvenajā mītnē;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
looking through the glass ceiling;skatoties caur stikla griestiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
I just dropped my phone on my mouth while watching a fight video and now it's bleeding.  ;Skatoties cīņas video, man tikko nokrita telefons uz mutes, un tagad tā asiņo.  ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
school got me stressing about being stressed ;skola mani sasprindzināja par to, ka es esmu sasprindzināts ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
1st day of school pictures are soul crushing because I likely will never know the joy of being rid of demon spawn after the summer ;Skolas 1. dienas bildes ir dvēseli graujošas, jo es, visticamāk, nekad nepazīšu prieku par to, ka pēc vasaras būšu atbrīvojusies no dēmonu atvasēm. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
schools enact positive change with drama therapy;Skolas ievieš pozitīvas pārmaiņas ar drāmas terapijas palīdzību;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Schools are closed for today as Kalam sir expired yesterday. And he once said 'Mark no national holiday on my death'. ;"Skolas šodien ir slēgtas, jo vakar beidzās Kalam sir termiņš. Un viņš reiz teica: ""Manas nāves dienā valsts svētki netiek atzīmēti"". ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
School so much fun;Skolā tik jautri;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
students send hilarious tweets to superintendent thanking him for snow day;skolēni sūta jautrus tvītus superintendentam, pateicoties viņam par sniega dienu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
teacher allegedly shares nude photos of her boob job with students;Skolotāja esot dalījusies ar skolēniem ar kailām bildēm, kurās redzamas viņas krūtis.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
teachers and politicians mount final push to keep betsy devos away from public schools;Skolotāji un politiķi veic pēdējos pasākumus, lai novērstu Betsijas Devosas ietekmi uz valsts skolām;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Beating up teachers, yeah that's how we make a better America!;Skolotāju piekaušana, jā, tā mēs veidojam labāku Ameriku!;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
teacher protests in detroit cause schools to close;Skolotāju protesti Detroitā liek slēgt skolas;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Scotland, we invented the telephone and no one abroad can understand a word we are saying on it…;Skotija, mēs izgudrojām telefonu, bet ārzemēs neviens nesaprot ne vārda, ko mēs pa to sakām...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
scottish leader puts trump on notice in model response to his win;Skotijas līderis brīdina Trampu paraugreakcijā uz viņa uzvaru;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
scottish leader demands new referendum on independence;Skotijas līderis pieprasa jaunu referendumu par neatkarību;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
scottish independence: proudly small or proudly together?;Skotijas neatkarība: lepni mazi vai lepni kopā?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
scotland's parliament backs new independence referendum;Skotijas parlaments atbalsta jaunu neatkarības referendumu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
scott walker still won't say whether obama is christian;Skots Valkers joprojām nesaka, vai Obama ir kristietis;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
scott walker says he doesn't know if obama is a christian;Skots Vokers saka, ka nezina, vai Obama ir kristietis.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Running in circles trying to straighten out my life. ;Skriešana riņķī, mēģinot sakārtot savu dzīvi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
A sad truth is that so many people are in Love and not Together. And so many people are Together and not in Love... ;Skumja patiesība ir tāda, ka tik daudzi cilvēki ir iemīlējušies un nav kopā. Un tik daudzi cilvēki ir kopā, bet nemīl... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
grief: 6 reasons to give yourself a hall pass;skumjas: 6 iemesli, lai dotu sev zālē caurlaidi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Sad thing is, when you offer your honesty and loyalty to a person but then they will pay you back with deception. .;Skumji ir tad, kad tu cilvēkam piedāvā savu godīgumu un lojalitāti, bet pēc tam viņš tev atmaksās ar krāpšanu. .;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Sad to see that some talk more about the latest buzzword technologies but show a total lack of basic troubleshooting skills. ;Skumji redzēt, ka daži vairāk runā par jaunākajām modīgajām tehnoloģijām, bet parāda, ka viņiem pilnīgi trūkst pamata problēmu novēršanas prasmju. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
sad men nap sadly in this hilarious instagram account;skumji vīrieši skumji snauž šajā jautrajā instagram kontā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
famed chef homaro cantu found dead;slavenais šefpavārs homaro kantu atrasts miris;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
praise tree-sus! man sees jesus in tree trunk (photo);slavēt koku - Jēzus! vīrietis redz Jēzus koka stumbrā (foto);0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
secret service wanted to leak 'embarrassing' info on congressman;"slepenais dienests vēlējās nopludināt ""apkaunojošu"" informāciju par kongresmeni";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
secret service officer arrested in child sexting sting;slepenā dienesta virsnieks arestēts bērnu seksa ziņu izspiešanā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Murder is a six letter word. Sex is three.  Funny, it usually takes me twice as long to come as it does to kill. ;Slepkavība ir sešu burtu vārds. Sekss ir trīs.  Smieklīgi, ka parasti man vajag divreiz vairāk laika, lai piepildītos, nekā lai nogalinātu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
polls close in britain's bitterly fought eu referendum;Slēgsies vēlēšanu iecirkņi Lielbritānijā notikušajā ES referendumā, kurā valdīja sīva cīņa;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
slushing in utah at the end of ski season;Slēpošanas sezonas noslēgumā Jūtā notiek slidenas snigšanas;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
skier's sick run on dry terrain proves snow is for suckers;Slēpotāja slimais nobrauciens pa sausu apvidu pierāda, ka sniegs ir domāts fīreriem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Bad guy with gun, thwarted by good guy WITHOUT a gun! Proud of our heroes!  ;Sliktais puisis ar ieroci, ko labs puisis novērš BEZ ieroča! Lepojamies ar mūsu varoņiem!  ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
the worst place in the world for a child;sliktākā vieta pasaulē bērnam;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Bad thing - our website has crashed due to the traffic. Good thing - our website has crashed due to the traffic.;Slikti - mūsu tīmekļa vietne ir sabrukusi datplūsmas dēļ. Labā lieta - mūsu tīmekļa vietne ir sabrukusi datplūsmas dēļ.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Hospitals priorities patients based on whether they have insurance or whether they're paying from their pockets. ;Slimnīcas prioritātes pacientiem, pamatojoties uz to, vai viņiem ir apdrošināšana, vai viņi maksā no savas kabatas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Hospital waiting room is so live right now. I'm so pumped for this echocardiogram, ultrasound my heart yeah. ;Slimnīcas uzgaidāmā telpa šobrīd ir tik dzīva. Es esmu tik ļoti gaidīts uz šo ehokardiogrammu, ultrasonogrāfiju, mana sirds jā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Slovakia wants to limit refugees to Christians. What a Christian viewpoint;Slovākija vēlas ierobežot bēgļu skaitu, lai tie būtu tikai kristieši. Kāds kristiešu viedoklis;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
slovakia's prime minister fico quits amid crisis over murdered journalist;Slovākijas premjerministrs Fico atkāpjas no amata krīzes apstākļos saistībā ar nogalināto žurnālistu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Brains are wonderful, I wish everyone had one. ;Smadzenes ir brīnišķīgas, es gribētu, lai visiem tādas būtu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
hilarious moms lament never being in family photos;Smieklīgas mammas žēlojas, ka nekad nav bijušas ģimenes fotogrāfijās;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the funniest tweets from parents this week;Smieklīgākie vecāku tvīti šonedēļ;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Funny thing is I left the store in a hurry to run after a lady who forgot her milk and ended up forgetting something myself.;Smieklīgi ir tas, ka es steigšus izgāju no veikala, lai skrietu pakaļ kādai dāmai, kura bija aizmirsusi pienu, un galu galā kaut ko aizmirsu pati.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Hilarious to watch leftie liberals getting all wound up about Donald Trump offending John McCain whom they hated only recently. ;Smieklīgi vērot, kā kreisie liberāļi sarosās par to, ka Donalds Tramps aizvaino Džonu Makeinu, kuru viņi vēl nesen ienīda. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Hilarious that the Aussies put another specialist batsman in for an all-rounder... ;Smieklīgi, ka austrālieši ielika vēl vienu speciālistu batsmeni, lai aizstātu universālo spēlētāju... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how people are OK with state mandated auto insurance, but federal healthcare is an abomination. ;Smieklīgi, ka cilvēki ir mierā ar valsts noteikto auto apdrošināšanu, bet federālā veselības aprūpe ir riebeklība. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny I just heard a bus, Isint it still summer ;Smieklīgi, ka es tikko dzirdēju autobusu, Vai nav vēl vasara? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how the info is always correct when the town crier is spreading it yet never correct when you hear info about the town crier ;Smieklīgi, ka informācija vienmēr ir pareiza, kad to izplata pilsētnieks, bet nekad nav pareiza, kad dzirdat informāciju par pilsētnieku. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how the motion to get that Last drop out of an almost empty tube of lotion before the big finish is the same! ;Smieklīgi, ka kustība, lai pirms lielā finiša no gandrīz tukšas losjona tūbiņas izvilktu pēdējo pilienu, ir tāda pati! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny thing i have the night to myself and the only thing im thinking is what time do i go to sleep ;Smieklīgi, ka man ir nakts, un vienīgais, par ko es domāju, ir, kad man iet gulēt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how I dislike internet advertisements yet I'm an internet marketer. ;Smieklīgi, ka man nepatīk interneta reklāma, tomēr es esmu interneta mārketinga speciālists. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how I get hacked by someone trying to tell people they should lose weight while I'm getting fat and pregnant ;Smieklīgi, ka mani uzlauza kāds, kas mēģina cilvēkiem stāstīt, ka viņiem vajadzētu zaudēt svaru, kamēr es esmu aptaukusies un grūtniece. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny that the mariners are couging away the baseball game on coug day.. ;Smieklīgi, ka mariners ir couging prom beisbola spēli coug dienā.. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how the things that makes you wanna die is also the thing that keeps you alive.;Smieklīgi, ka tas, kas liek tev gribēties mirt, ir arī tas, kas tevi uztur pie dzīvības.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how the ones always complaining about fakeness, drama, etc. are always the ones who are starting that shit. ;Smieklīgi, ka tie, kas vienmēr sūdzas par viltus, drāmām utt. vienmēr ir tie, kas šo sūrošanu sāk. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how people you thought would always stay in your life don't even look at you or talk to you when you see them. ;Smieklīgi, kā cilvēki, par kuriem tu esi domājis, ka vienmēr paliks tavā dzīvē, pat neskatās uz tevi un nerunā ar tevi, kad tu viņus ieraugi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how some people sleep in peace after troubling another..;Smieklīgi, kā daži cilvēki guļ mierīgi pēc satraucoša cita..;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how we used to call each other friends... And now we are strangers.;Smieklīgi, kā mēs mēdzam viens otru saukt par draugiem... Un tagad mēs esam svešinieki.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how really good looking people tell the rest of us how attractive 'a good heart' is, but they sure won't date us! ;"Smieklīgi, kā patiešām labi izskatīgi cilvēki stāsta mums pārējiem, cik pievilcīga ir ""laba sirds"", bet viņi noteikti negrib ar mums tikties! ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how this dent give teachings on proper oral care when he himself doesn't practice it.;Smieklīgi, kā šis dakteris sniedz pamācības par pareizu mutes dobuma kopšanu, lai gan pats to nepraktizē.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how the ones who are actually sinning like to project and make it seem as though other people are the problem... ;Smieklīgi, kā tie, kas patiesībā grēko, vēlas izcelt un likt domāt, ka problēma ir citos cilvēkos... ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny how they say they can kick our ass yet their coach is scared to play us every year ;Smieklīgi, kā viņi saka, ka viņi var uzspļaut mums pakaļu, bet viņu treneris katru gadu baidās ar mums spēlēt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Funny... You change for someone based on love to keep them happy even if it hurts. But for them its just a burden to adjust to you.;Smieklīgi... Tu mainies kāda cilvēka dēļ, pamatojoties uz mīlestību, lai saglabātu viņu laimīgu, pat ja tas sāp. Bet viņiem tas ir tikai slogs, lai pielāgotos tev.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
the hilarious hipster classifieds you'll (probably) never see online;Smieklīgie hipsteru sludinājumi, kurus (iespējams) nekad neredzēsiet tiešsaistē.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Fun, real fact: When you get a tattoo, you become a trashy person who is low class and makes poor decisions.;Smieklīgs, reāls fakts: Kad tev uztaisa tetovējumu, tu kļūsti par nekvalitatīvu cilvēku, kas ir zemas klases un pieņem sliktus lēmumus.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Giving my friend tips for her first date when I haven't even been on one ;Sniegt savai draudzenei padomus viņas pirmajam randiņam, lai gan es pat neesmu bijis uz pirmā randiņa. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Social media was supposed to bring people together... All I see is a bunch of girls finna' rip some heads off ;Sociālajiem medijiem vajadzēja tuvināt cilvēkus... Viss, ko es redzu, ir bariņš meiteņu, kas ripped dažas galvas. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
social engineering: 9 ways to keep your identity safe;Sociālā inženierija: 9 veidi, kā pasargāt savu identitāti;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Social issues on social media. ;Sociālie jautājumi sociālajos plašsaziņas līdzekļos. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Social media, a place you can throw your friends under the bus n not give a fuck ;Sociālie mediji, vieta, kur var mest draugus zem autobusa un nedarīt pāri. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Social media has been boring me to death, but the only place to rant about it is on social media. ;Sociālie plašsaziņas līdzekļi mani ir nogurdinājuši līdz nāvei, bet vienīgā vieta, kur par to skandēt, ir sociālie plašsaziņas līdzekļi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Social networking sites were formed to express views n make new friends ! In reality u can never say a word nor make genuine friends;Sociālie tīkli tika izveidoti, lai paustu viedokli n iegūtu jaunus draugus ! Realitātē u nekad nevar pateikt ne vārda, ne iegūt īstus draugus.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
soda taxes create complicated rules;Sodas nodokļi rada sarežģītus noteikumus;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
somali pirates free 26 asian sailors after 4 years in captivity;Somālijas pirāti atbrīvo 26 Āzijas jūrniekus pēc 4 gadu nebrīvē.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
spain just made history -- twice. here's what went down, hour by hour;Spānija tikko iegāja vēsturē - divas reizes. šeit ir aprakstīts, kas notika stundu pēc stundas.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
spain's state prosecutor calls for charges against catalan leaders;Spānijas valsts prokurors pieprasa izvirzīt apsūdzības katalāņu līderiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Spectral analysis is so much fun. ;Spektrālā analīze ir tik jautra. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
heavy rains, flooding damage thousands of homes in the south;spēcīgas lietusgāzes un plūdi bojā tūkstošiem māju dienvidos;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the powerful reason this woman forgave her sexual abuser;Spēcīgs iemesls, kāpēc šī sieviete piedod savam seksuālam pāridarītājam;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
heavy rain floods university's library canteen in just 2 minutes;spēcīgs lietus divu minūšu laikā applūdina universitātes bibliotēkas ēdnīcu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Played an ice breaker with a rabbi. When asked what literary figure he wanted to meet he answered The Little Prince ;Spēlēja ledus laušanas spēli ar rabīnu. Kad viņam jautāja, ar kādu literātu viņš vēlas tikties, viņš atbildēja, ka ar Mazo princi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Plays Javier Hernandez and then sells him. Mind you. he's only had 15 months to assess him ;Spēlējis Havjers Hernandezs un pēc tam viņu pārdevis. Atcerieties. viņam bija tikai 15 mēneši, lai viņu novērtētu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Got 2 jackpots at the arcade and got a flask with the tickets.;Spēļu zālē vinnēju 2 džekpotus un kopā ar biļetēm saņēmu kolbu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
'spy' director paul feig thinks it's 'ridiculous' women don't get the same opportunities he does;"spiega režisors Pols Feigs uzskata, ka ir ""smieklīgi"", ka sievietēm nav tādu pašu iespēju kā viņam.";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Mirrors can't talk lucky you they can't laugh either;Spoguļi nevar runāt, laimīgā kārtā viņi arī nevar smieties.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Athletic clothes are the most comfortable clothes to sit around and do nothing in.;Sporta apģērbs ir visērtākais apģērbs, kurā sēdēt un neko nedarīt.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
explosion fells building outside paris, killing at least 2;Sprādziens nogranda ēku netālu no Parīzes, nogalinot vismaz 2 cilvēkus;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
'walking dead' actor responds to backlash over shocking death;staigājošo mirušo aktieris atbild uz reakciju par šokējošu nāvi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
'the walking dead' set to 'another one bites the dust' makes perfect sense;"staigājošo mirušo iestatījums uz ""vēl viens iekrīt putekļos"" ir pilnīgi loģisks";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
staples threatens to fire staff for working more than 25 hours a week;Staples draud atlaist darbiniekus par darbu vairāk nekā 25 stundas nedēļā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the importance of multidisciplinary eating disorders treatment;starpdisciplināras ēšanas traucējumu ārstēšanas nozīme;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
international women's day;Starptautiskā sieviešu diena;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
International relations and inflation were the two major agendas of last general elections;Starptautiskās attiecības un inflācija bija divas galvenās dienaskārtības pēdējās vispārējās vēlēšanās.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
international travel: opera, luxurious lodging and great food in venice, italy;Starptautiskie ceļojumi: opera, grezna naktsmītne un lielisks ēdiens Venēcijā, Itālijā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Interstellar: escape by rocket to save planet from effect of carbon emissions;Starpzvaigžņu: bēgšana ar raķeti, lai glābtu planētu no oglekļa emisiju ietekmes.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
telling our medicine story;stāsta par mūsu medicīnu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
tales of presidential transition woe, with the associated press;stāsti par prezidenta pārejas bēdām ar asociēto presi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
tale of two primaries and how to uphold majority rule;stāsts par divām priekšvēlēšanām un to, kā saglabāt vairākuma varu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the story of sheldon adelson's purchase of a las vegas paper is even crazier than you think;stāsts par to, kā Šeldons Adelsons iegādājās Lasvegasas laikrakstu, ir vēl trakāks, nekā jūs domājat.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
containing steph curry -- impossible?;Stefa Karija saturēšana - neiespējami?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
stanford sexual assault: students plan graduation protest as anger grows;Stenfordas seksuāla vardarbība: pieaugot dusmām, studenti plāno izlaiduma protestu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
glass ceiling. glass closet. glass cubicle. this is living?;stikla griesti. stikla skapis. stikla kabīne. tā ir dzīve?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
So Steve Guttenberg's character was complaining he was in a cheesy bug movie ;Stīva Gūtenberga varonis sūdzējās, ka filmējas ķeksīša filmā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
stephen hawking's disability wasn't something to 'overcome';"Stīvena Hokinga invaliditāte nebija kaut kas, ko ""pārvarēt";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
steven avery has no doubts he'll be a free man again after nephew's conviction overturned;Stīvens Everijs nešaubās, ka pēc brāļadēla notiesāšanas atcelšanas viņš atkal būs brīvs cilvēks.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
stephen hawking: trump's climate policies could turn earth into venus;Stīvens Hokings: Trampa klimata politika var pārvērst Zemi par Veneru;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
